Key,Administration,Party,Department,Name,LastName,ServiceStart,ServiceEnd,DeptScandalFlag,ScandalFlag,ScandalDesc,EduDesc,Bachelors,Masters,MD,Law,Doctorate,MilitaryService,MilitaryDatesServed,MilitaryBranch,Gender,ForeignBorn,Minority,DiedOffice,SenateVotesFor,SenateVotesAgainst,NotesDiscrepancies
401,Theodore Roosevelt,Republican,Secretary of Agriculture,James Wilson,Wilson,9/14/1901,3/3/1909,,,,University of St Andrews; University of Glasgow; University of Edinburgh,,,,,,,,,1,1,0,0,pa,pa,
402,Theodore Roosevelt,Republican,Secretary of Commerce and Labor,George B. Cortelyou,Cortelyou,9/16/1903,7/1/1904,,,,Massachusetts State Normal School; Georgetown University (LLB); George Washington University (LLM),1,,,1,,,,,1,0,0,0,nr,nr,
403,Theodore Roosevelt,Republican,Secretary of Commerce and Labor,Victor H. Metcalf,Metcalf,7/1/1904,12/12/1906,,,,Yale University Law School (grad.); Hamilton College (law deg.),1,,,1,,,,,1,0,0,0,nr,nr,
404,Theodore Roosevelt,Republican,Secretary of Commerce and Labor,Oscar S. Straus,Straus,12/12/1906,3/3/1909,,,,"Columbia University (BA, LLB)",1,,,1,,,,,1,1,0,0,nr,nr,
405,Taft,Republican,President,William Howard Taft,Taft,3/4/1909,3/3/1913,,,,Yale University (BA); University of Cincinnati (LLB),1,,,1,,,,,1,0,0,0,eo,eo,
406,Taft,Republican,Vice President,James S. Sherman,Sherman,3/4/1909,3/3/1913,,,,"Hamilton College (grad., law deg.)",1,,,1,,,,,1,0,0,0,eo,eo,
407,Taft,Republican,Secretary of State,Philander C. Knox,Knox,3/5/1909,3/3/1913,,,,West Virginia University; Mount Union College (BA),1,,,1,,,,,1,0,0,0,nr,nr,"BA Not listed in Sobel et al., but in Bigraphical Directory of the United States Congress"
408,Taft,Republican,Secretary of the Treasury,Franklin MacVeagh,MacVeagh,3/5/1909,3/3/1913,,,,Yale University (grad.); Columbia University (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
409,Taft,Republican,Secretary of War,Jacob M. Dickinson,Dickinson,3/5/1909,5/16/1911,,,,University of Nashville (grad.); Columbia University,1,,,1,,,,,1,0,0,0,nr,nr,
410,Taft,Republican,Secretary of War,Henry L. Stimson,Stimson,5/16/1911,3/3/1913,,,,Yale University (grad.); Harvard University Law School (MA),1,1,,1,,,,,1,0,0,0,nr,nr,
411,Taft,Republican,Attorney General,George W. Wickersham,Wickersham,3/5/1909,3/3/1913,,,,Lehigh University; University of Pennsylvania (law deg.),1,,,,,,,,1,0,0,0,nr,nr,
412,Taft,Republican,Postmaster General,Frank H. Hitchcock,Hitchcock,3/5/1909,3/3/1913,,,,"Harvard University (BA); George Washington University Law School (LLB, LLM) ",1,1,,1,,,,,1,0,0,0,nr,nr,
413,Taft,Republican,Secretary of the Navy,George von L. Meyer,Meyer,3/5/1909,3/3/1913,,,,Harvard University (BA),1,,,,,,,,1,0,0,0,nr,nr,
414,Taft,Republican,Secretary of the Interior,Richard A. Ballinger,Ballinger,3/5/1909,3/7/1911,,,,Williams College (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
415,Taft,Republican,Secretary of the Interior,Walter L. Fisher,Fisher,4/17/1911,3/3/1913,,,,Hanover College (grad.),1,,,,,,,,1,0,0,0,nr,nr,
416,Taft,Republican,Secretary of Agriculture,James Wilson,Wilson,3/4/1909,3/3/1913,,,,University of St Andrews; University of Glasgow; University of Edinburgh,,,,,,,,,1,1,0,0,nr,nr,
417,Taft,Republican,Secretary of Commerce and Labor,Charles Nagel,Nagel,3/5/1909,3/3/1913,,,,Washington University (grad.); University of Berlin,1,,,1,,,,,1,0,0,0,nr,nr,
418,Wilson,Democrat,President,Woodrow Wilson,Wilson,3/4/1913,3/3/1921,,,,Davidson College; Princeton University (grad.); University of Virginia Law School (grad.); Johns Hopkins University (PHD),1,,,1,1,,,,1,0,0,0,eo,eo,
419,Wilson,Democrat,Vice President,Thomas R. Marshall,Marshall,3/4/1913,3/3/1921,,,,Wabash College (grad.),1,,,1,,,,,1,0,0,0,eo,eo,
420,Wilson,Democrat,Secretary of State,William J. Bryan,Bryan,3/5/1913,6/9/1915,,,,Illinois College (grad.); Union College of Law (grad.),1,,,1,,col.,1898,Army,1,0,0,0,nr,nr,
421,Wilson,Democrat,Secretary of State,Robert Lansing,Lansing,6/24/1915,2/13/1920,,,,Amherst College (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
422,Wilson,Democrat,Secretary of State,Bainbridge Colby,Colby,3/23/1920,3/3/1921,,,,Williams College (BA); Columbia University; New York University Law School (LLB),1,,,1,,,,,1,0,0,0,nr,nr,
423,Wilson,Democrat,Secretary of the Treasury,William G. McAdoo,McAdoo,3/5/1913,12/3/1918,,,,University of Tennessee,,,,,,,,,1,0,0,0,nr,nr,
424,Wilson,Democrat,Secretary of the Treasury,Carter Glass,Glass,12/6/1918,1/31/1920,,,,no college,,,,,,,,,1,0,0,0,nr,nr,
425,Wilson,Democrat,Secretary of the Treasury,David F. Houston,Houston,1/31/1920,3/3/1921,,,,University of South Carolina (grad.); Harvard University (MA),1,1,,,,,,,1,0,0,0,nr,nr,
426,Wilson,Democrat,Secretary of War,Lindley M. Garrison,Garrison,3/5/1913,2/10/1916,,,,Harvard University; University of Pennsylvania (JD),,,,1,,,,,1,0,0,0,nr,nr,
427,Wilson,Democrat,Secretary of War,Newton D. Baker,Baker,3/7/1916,3/3/1921,,,,Johns Hopkins University (BA); Washington and Lee University,1,,,1,,,,,1,0,0,0,nr,nr,
428,Wilson,Democrat,Attorney General,James C. McReynolds,McReynolds,3/5/1913,8/29/1914,,,,Vanderbilt University (BS); University of Virginia (LLB),1,,,1,,,,,1,0,0,0,nr,nr,
429,Wilson,Democrat,Attorney General,Thomas W. Gregory,Gregory,8/29/1914,8/29/1919,,,,"Southwestern Presbyterian University (grad.); University of Virginia; University of Texas, Austin (LLB)",1,,,1,,,,,1,0,0,0,nr,nr,
430,Wilson,Democrat,Attorney General,A. Mitchell Palmer,Palmer,8/29/1919,3/3/1921,,,,Swarthmore College (grad.); Lafayette College,1,,,1,,,,,1,0,0,0,nr,nr,
431,Wilson,Democrat,Postmaster General,Albert S. Burleson,Burleson,3/5/1913,3/3/1921,,,Applied racial segregation to the postal service,Texas A&M University; Baylor University (grad.); University of Texas (law deg.),1,,,1,,,,,1,0,0,0,nr,nr,
432,Wilson,Democrat,Secretary of the Navy,Josephus Daniels,Daniels,3/5/1913,3/3/1921,1,,Newport Sex Scandal,"Duke University; University of North Carolina, Chapel Hill Law School",,,,1,,,,,1,0,0,0,nr,nr,
433,Wilson,Democrat,Secretary of the Interior,Franklin K. Lane,Lane,3/5/1913,2/28/1920,,,,"University of California, Berkeley; University of California, Hastings",,,,,,,,,1,1,0,0,nr,nr,
434,Wilson,Democrat,Secretary of the Interior,John B. Payne,Payne,2/28/1920,3/3/1921,,,,read law,,,,1,,,,,1,0,0,0,nr,nr,
435,Wilson,Democrat,Secretary of Agriculture,David F. Houston,Houston,3/5/1913,1/31/1920,,,,University of South Carolina (grad.); Harvard University (MA),1,1,,,,,,,1,0,0,0,nr,nr,
436,Wilson,Democrat,Secretary of Agriculture,Edwin T. Meredith,Meredith,1/31/1920,3/3/1921,,,,Des Moines University,,,,,,,,,1,0,0,0,pa,pa,
437,Wilson,Democrat,Secretary of Commerce,William C. Redfield,Redfield,3/5/1913,12/11/1919,,,,no college,,,,,,,,,1,0,0,0,nr,nr,
438,Wilson,Democrat,Secretary of Commerce,Joshua W. Alexander,Alexander,12/11/1919,3/3/1921,,,,Culver-Stockton College (grad.),1,,,,,,,,1,0,0,0,nr,nr,
439,Wilson,Democrat,Secretary of Labor,William B. Wilson,Wilson,3/5/1913,3/3/1921,,,,no college,,,,,,,,,1,1,0,0,nr,nr,
440,Harding,Republican,President,Warren G. Harding,Harding,3/4/1921,8/2/1923,,,,Ohio Central College; read law,,,,1,,,,,1,0,0,0,eo,eo,
441,Harding,Republican,Vice President,Calvin Coolidge,Coolidge,3/4/1921,8/2/1923,,,,Amherst College (BA),1,,,,,,,,1,0,0,0,eo,eo,
442,Harding,Republican,Secretary of State,Charles E. Hughes,Hughes,3/4/1921,8/2/1923,,,,Colgate University; Brown University (AB); New York Law Institute; Columbia University (LLB),1,,,1,,,,,1,0,0,0,nr,nr,
443,Harding,Republican,Secretary of the Treasury,Andrew W. Mellon,Mellon,3/4/1921,8/2/1923,,,,University of Pittsburgh,,,,,,,,,1,0,0,0,nr,nr,
444,Harding,Republican,Secretary of War,John W. Weeks,Weeks,3/4/1921,8/2/1923,1,,"Ohio Gang, Office of Alien Property",United States Naval Academy (grad.),1,,,,,midshipman,1881-1883,Navy,1,0,0,0,nr,nr,
445,Harding,Republican,Attorney General,Harry M. Daugherty,Daugherty,3/4/1921,8/2/1923,1,1,Ohio Gang,"University of Michigan, Ann Arbor (law deg.)",,,,1,,,,,1,0,0,0,nr,nr,
446,Harding,Republican,Postmaster General,Will H. Hays,Hays,3/4/1921,3/2/1922,,,,"Wabash College (grad., MA)",1,1,,,,,,,1,0,0,0,nr,nr,
447,Harding,Republican,Postmaster General,Hubert Work,Work,3/2/1922,2/27/1923,,,,"University of Michigan, Ann Arbor; University of Pennsylvania (MD)",,,1,,,col.,World War I,Army,1,0,0,0,nr,nr,
448,Harding,Republican,Postmaster General,Harry S. New,New,2/27/1923,8/2/1923,,,,Butler University,,,,,,,,,1,0,0,0,nr,nr,
449,Harding,Republican,Secretary of the Navy,Edwin Denby,Denby,3/4/1921,8/2/1923,,1,Ohio Gang,"University of Michigan, Ann Arbor (law deg.)",,,,1,,"gunner's mate, 3rd c.; maj.",Spanish-American War; World War I,Navy; Marines,1,0,0,0,nr,nr,
450,Harding,Republican,Secretary of the Interior,Albert B. Fall,Fall,3/4/1921,2/27/1923,,1,Ohio Gang,read law,,,,1,,capt.,Spanish-American War,Army,1,0,0,0,nr,nr,
451,Harding,Republican,Secretary of the Interior,Hubert Work,Work,2/27/1923,8/2/1923,,,,"University of Michigan, Ann Arbor; University of Pennsylvania (MD)",,,1,,,col.,World War I,Army,1,0,0,0,nr,nr,
452,Harding,Republican,Secretary of Agriculture,Henry C. Wallace,Wallace,3/4/1921,8/2/1923,,,,Iowa State Agricultural College (grad.),1,,,,,,,,1,0,0,0,nr,nr,
453,Harding,Republican,Secretary of Commerce,Herbert C. Hoover,Hoover,3/4/1921,8/2/1923,,,,George Fox University; Stanford University (BA),1,,,,,,,,1,0,0,0,nr,nr,
454,Harding,Republican,Secretary of Labor,James J. Davis,Davis,3/4/1921,8/2/1923,,,,Sharon Business School,,,,,,,,,1,1,0,0,nr,nr,
455,Coolidge,Republican,President,Calvin Coolidge,Coolidge,8/3/1923,3/3/1929,,,,Amherst College (BA),1,,,,,,,,1,0,0,0,eo,eo,
456,Coolidge,Republican,Vice President,Charles G. Dawes,Dawes,8/3/1923,3/3/1929,,,,Marietta College (BA); University of Cincinnati (LLB),1,,,1,,brig. gen.,World War I,Army,1,0,0,0,eo,eo,
457,Coolidge,Republican,Secretary of State,Charles E. Hughes,Hughes,8/3/1923,3/4/1925,,,,Colgate University; Brown University (AB); New York Law Institute; Columbia University (LLB),1,,,1,,,,,1,0,0,0,pa,pa,
458,Coolidge,Republican,Secretary of State,Frank B. Kellogg,Kellogg,3/5/1925,3/3/1929,,,,read law,,,,1,,,,,1,0,0,0,nr,nr,
459,Coolidge,Republican,Secretary of the Treasury,Andrew W. Mellon,Mellon,8/3/1923,3/3/1929,,,,University of Pittsburgh,,,,,,,,,1,0,0,0,pa,pa,
460,Coolidge,Republican,Secretary of War,John W. Weeks,Weeks,8/3/1923,12/8/1925,,,,United States Naval Academy (grad.),1,,,,,midshipman,1881-1883,Navy,1,0,0,0,nr,nr,
461,Coolidge,Republican,Secretary of War,Dwight F. Davis,Davis,12/15/1925,3/3/1929,,,,Harvard University (grad.); Washington University Law School (law deg.),1,,,1,,col.,World War I,Army,1,0,0,0,nr,nr,
462,Coolidge,Republican,Attorney General,Harry M. Daugherty,Daugherty,8/3/1923,3/28/1924,,,,"University of Michigan, Ann Arbor (law deg.)",,,,1,,,,,1,0,0,0,pa,pa,
463,Coolidge,Republican,Attorney General,Harlan F. Stone,Stone,4/7/1924,2/5/1925,,,,"Amherst College (BA, MA); Columbia University (LLB)",1,1,,1,,,,,1,0,0,0,nr,nr,Incorrectly listed as BS from Amherst in Sobel et al.
464,Coolidge,Republican,Attorney General,John G. Sargent,Sargent,3/17/1925,3/3/1929,,,,Tufts University (AB),1,,,,,,,,1,0,0,0,nr,nr,
465,Coolidge,Republican,Postmaster General,Harry S. New,New,8/3/1923,3/3/1929,,,,Butler University,,,,,,,,,1,0,0,0,pa,pa,
466,Coolidge,Republican,Secretary of the Navy,Edwin Denby,Denby,8/3/1923,3/14/1924,,,,"University of Michigan, Ann Arbor (law deg.)",,,,1,,"gunner's mate, 3rd c.; maj.",Spanish-American War; World War I,Navy; Marines,1,0,0,0,nr,nr,
467,Coolidge,Republican,Secretary of the Navy,Curtis D. Wilbur,Wilbur,3/18/1924,3/3/1929,,,,United States Naval Academy (grad.),1,,,,,,,,1,0,0,0,nr,nr,
468,Coolidge,Republican,Secretary of the Interior,Hubert Work,Work,8/3/1923,7/24/1928,,,,"University of Michigan, Ann Arbor; University of Pennsylvania (MD)",,,1,,,col.,World War I,Army,1,0,0,0,nr,nr,
469,Coolidge,Republican,Secretary of the Interior,Roy O. West,West,1/21/1929,3/3/1929,,,,DePauw University (grad.),1,,,1,,,,,1,0,0,0,53,27,"Listed as ""Ray"" and 1929 rather than 28 in CRS_1985_GOV_0034"
470,Coolidge,Republican,Secretary of Agriculture,Henry C. Wallace,Wallace,8/3/1923,10/24/1924,,,,Iowa State Agricultural College (grad.),1,,,,,,,,1,0,0,1,pa,pa,
471,Coolidge,Republican,Secretary of Agriculture,Howard M. Gore,Gore,12/4/1924,2/14/1925,,,,West Virginia University (grad.),1,,,,,,,,1,0,0,0,nr,nr,
472,Coolidge,Republican,Secretary of Agriculture,William M. Jardine,Jardine,2/14/1925,3/3/1929,,,,Utah State University (BS),1,,,,,,,,1,0,0,0,nr,nr,
473,Coolidge,Republican,Secretary of Commerce,Herbert C. Hoover,Hoover,8/3/1923,12/11/1928,,,,George Fox University; Stanford University (BA),1,,,,,,,,1,0,0,0,pa,pa,
474,Coolidge,Republican,Secretary of Commerce,William F. Whiting,Whiting,12/11/1928,3/3/1929,,,,Amherst College (grad.),1,,,,,,,,1,0,0,0,nr,nr,
475,Coolidge,Republican,Secretary of Labor,James J. Davis,Davis,8/3/1923,3/3/1929,,,,Sharon Business School,,,,,,,,,1,1,0,0,pa,pa,
476,Hoover,Republican,President,Herbert C. Hoover,Hoover,3/4/1929,3/3/1933,,,,George Fox University; Stanford University (BA),1,,,,,,,,1,0,0,0,eo,eo,
477,Hoover,Republican,Vice President,Charles Curtis,Curtis,3/4/1929,3/3/1933,,,,read law,,,,1,,,,,1,0,0,0,eo,eo,
478,Hoover,Republican,Secretary of State,Frank B. Kellogg,Kellogg,3/4/1929,3/28/1929,,,,read law,,,,1,,,,,1,0,0,0,nr,nr,
479,Hoover,Republican,Secretary of State,Henry L. Stimson,Stimson,3/28/1929,3/3/1933,,,,Yale University (grad.); Harvard University Law School (MA),1,1,,1,,,,,1,0,0,0,nr,nr,
480,Hoover,Republican,Secretary of the Treasury,Andrew W. Mellon,Mellon,3/4/1929,2/12/1932,,,,University of Pittsburgh,,,,,,,,,1,0,0,0,pa,pa,
481,Hoover,Republican,Secretary of the Treasury,Ogden L. Mills,Mills,2/12/1932,3/3/1933,,,,Harvard University (grad.); Harvard University Law School (grad.),1,,,1,,capt.,World War I,Army,1,0,0,0,nr,nr,
482,Hoover,Republican,Secretary of War,James W. Good,Good,3/5/1929,11/18/1929,,,,Coe College (BS); University of Michigan Law School (LLB),1,,,1,,,,,1,0,0,1,nr,nr,
483,Hoover,Republican,Secretary of War,Patrick J. Hurley,Hurley,12/9/1929,3/3/1933,,,,Bacone College (BA); National University Law School (LLB); George Washington University (grad.),1,,,2,,capt.; col.; brig. gen.,1902-1907; World War I; World War II,Militia/National Guard; Army; Army,1,0,0,0,nr,nr,George Washington University not listed in Sobel et al.
484,Hoover,Republican,Attorney General,William D. Mitchell,Mitchell,3/5/1929,3/3/1933,,,,Yale University; University of Minnesota (grad.); University of Minnesota Law School (law deg.),1,,,1,,2d lt.; capt. & adj.,Spanish-American War; 1899-1901,Army; Militia/National Guard,1,0,0,0,nr,nr,
485,Hoover,Republican,Postmaster General,Walter F. Brown,Brown,3/5/1929,3/4/1933,,,,Harvard University (AB); Harvard University Law School (law deg.),1,,,1,,,,,1,0,0,0,nr,nr,
486,Hoover,Republican,Secretary of the Navy,Charles F. Adams III,Adams,3/5/1929,3/4/1933,,,,"Harvard University (BA, grad.)",1,,,1,,,,,1,0,0,0,nr,nr,
487,Hoover,Republican,Secretary of the Interior,Ray Lyman Wilbur,Wilbur,3/5/1929,3/4/1933,,,,"Stanford University (BA, MA); Cooper Medical College, San Francisco (MD)",1,1,1,,,,,,1,0,0,0,nr,nr,
488,Hoover,Republican,Secretary of Agriculture,Arthur M. Hyde,Hyde,3/5/1929,3/4/1933,,,,"University of Michigan, Ann Arbor (BA); University of Iowa (LLB)",1,,,1,,capt.,1904-1905,Militia/National Guard,1,0,0,0,nr,nr,
489,Hoover,Republican,Secretary of Commerce,Robert P. Lamont,Lamont,3/5/1929,8/3/1932,,,,"University of Michigan, Ann Arbor (BS)",1,,,,,,,,1,0,0,0,nr,nr,
490,Hoover,Republican,Secretary of Commerce,Roy D. Chapin,Chapin,8/3/1932,3/3/1933,,,,"University of Michigan, Ann Arbor",,,,,,,,,1,0,0,0,nr,nr,
491,Hoover,Republican,Secretary of Labor,James J. Davis,Davis,3/5/1929,12/9/1930,,,,Sharon Business School,,,,,,,,,1,1,0,0,nr,nr,
492,Hoover,Republican,Secretary of Labor,William N. Doak,Doak,12/9/1930,3/3/1933,,,,business college,,,,,,,,,1,0,0,0,nr,nr,
493,Franklin Roosevelt,Democrat,President,Franklin D. Roosevelt,Roosevelt,3/4/1933,4/12/1945,,,,Harvard University (AB); Columbia Law School,1,,,1,,,,,1,0,0,0,eo,eo,
494,Franklin Roosevelt,Democrat,Vice President,John Nance Garner,Garner,3/4/1933,1/20/1941,,,,Vanderbilt University,,,,,,,,,1,0,0,0,eo,eo,
495,Franklin Roosevelt,Democrat,Vice President,Henry A. Wallace,Wallace,1/20/1941,1/20/1945,,,,Iowa State University (grad.),1,,,,,,,,1,0,0,0,eo,eo,
496,Franklin Roosevelt,Democrat,Vice President,Harry S. Truman,Truman,1/20/1945,4/12/1945,,,,UMKC Law School,,,,,,cpl.; maj.,1905-1911; World War I,Militia/National Guard; Army,1,0,0,0,eo,eo,
497,Franklin Roosevelt,Democrat,Secretary of State,Cordell Hull,Hull,3/4/1933,11/30/1944,,,,Cumberland Law School (grad.),,,,1,,capt.,Spanish-American War,Army,1,0,0,0,nr,nr,
498,Franklin Roosevelt,Democrat,Secretary of State,Edward R. Stettinius Jr.,Stettinius,12/1/1944,4/12/1945,,,,University of Virginia,,,,,,,,,1,0,0,0,68,1,
499,Franklin Roosevelt,Democrat,Secretary of the Treasury,William H. Woodin,Woodin,3/4/1933,12/31/1933,,,,Columbia University,,,,,,,,,1,0,0,0,nr,nr,Columbia University School of Mines
500,Franklin Roosevelt,Democrat,Secretary of the Treasury,Henry Morgenthau Jr.,Morgenthau,1/8/1934,4/12/1945,,,,Cornell University,,,,,,lt.,World War I,Navy,1,0,0,0,nr,nr,
501,Franklin Roosevelt,Democrat,Secretary of War,George H. Dern,Dern,3/5/1933,8/27/1936,,,,"Midland University; University of Nebraska, Lincoln",,,,,,,,,1,0,0,1,nr,nr,
502,Franklin Roosevelt,Democrat,Secretary of War,Harry H. Woodring,Woodring,8/27/1936,6/20/1940,,,,Lebanon Business University,,,,,,2d lt.,World War I,Army,1,0,0,0,nr,nr,Referred to as Henry in Sobel et al.
503,Franklin Roosevelt,Democrat,Secretary of War,Henry L. Stimson,Stimson,7/10/1940,4/12/1945,,,,Yale University (grad.); Harvard University Law School (MA),1,1,,1,,,,,1,0,0,0,56,28,
504,Franklin Roosevelt,Democrat,Attorney General,Homer S. Cummings,Cummings,3/4/1933,1/2/1939,,,,"Yale University (PHB, LLB)",1,,,1,,,,,1,0,0,0,nr,nr,
505,Franklin Roosevelt,Democrat,Attorney General,Frank Murphy,Murphy,1/2/1939,1/18/1940,,,,"University of Michigan, Ann Arbor (BA, LLB)",1,,,1,,capt.,World War I,Army,1,0,0,0,78,7,
506,Franklin Roosevelt,Democrat,Attorney General,Robert H. Jackson,Jackson,1/18/1940,7/10/1941,,,,Albany Law School (grad.),,,,1,,,,,1,0,0,0,nr,nr,
507,Franklin Roosevelt,Democrat,Attorney General,Francis Biddle,Biddle,9/5/1941,4/12/1945,,,,Harvard University (grad.); Harvard University Law School (law deg.),1,,,1,,,,,1,0,0,0,nr,nr,
508,Franklin Roosevelt,Democrat,Postmaster General,James A. Farley,Farley,3/4/1933,9/11/1940,,,,Packard Business College,1,,,,,,,,1,0,0,0,nr,nr,Called Packard Commercial School in Sobel et al.
509,Franklin Roosevelt,Democrat,Postmaster General,Frank C. Walker,Walker,9/11/1940,4/12/1945,,,,Gonzaga University; Notre Dame (grad.),,,,1,,1st lt.,World War I,Army,1,0,0,0,nr,nr,
510,Franklin Roosevelt,Democrat,Secretary of the Navy,Claude A. Swanson,Swanson,3/4/1933,7/7/1939,,,,Virginia Agricultural and Mechanical College; Randolph-Macon College (grad.); University of Virginia (law deg.),1,,,1,,,,,1,0,0,1,nr,nr,
511,Franklin Roosevelt,Democrat,Secretary of the Navy,Charles Edison,Edison,1/2/1939,6/24/1940,,,,Massachusetts Institute of Technology (grad.),1,,,,,,,,1,0,0,0,nr,nr,
512,Franklin Roosevelt,Democrat,Secretary of the Navy,Frank Knox,Knox,7/11/1940,4/28/1944,,,,Alma College (BA),1,,,,,col.,World War I,Militia/National Guard,1,0,0,1,66,16,
513,Franklin Roosevelt,Democrat,Secretary of the Navy,James Forrestal,Forrestal,5/17/1944,4/12/1945,,,,Dartmouth College; Princeton University,,,,,,lt. cmdr.,World War I,Navy,1,0,0,0,nr,nr,
514,Franklin Roosevelt,Democrat,Secretary of the Interior,Harold L. Ickes,Ickes,3/4/1933,4/12/1945,,,,"University of Chicago (BA, law deg.)",1,,,1,,,,,1,0,0,0,nr,nr,
515,Franklin Roosevelt,Democrat,Secretary of Agriculture,Henry A. Wallace,Wallace,3/4/1933,8/15/1940,,,,Iowa State University (grad.),1,,,,,,,,1,0,0,0,nr,nr,
516,Franklin Roosevelt,Democrat,Secretary of Agriculture,Claude R. Wickard,Wickard,8/27/1940,4/12/1945,,,,Purdue University (grad.),1,,,,,,,,1,0,0,0,nr,nr,
517,Franklin Roosevelt,Democrat,Secretary of Commerce,Daniel C. Roper,Roper,3/4/1933,12/23/1938,,,,Wofford College; Duke University (AB); National University (LLB),1,,,1,,,,,1,0,0,0,nr,nr,National University not listed in Sobel et al.
518,Franklin Roosevelt,Democrat,Secretary of Commerce,Harry L. Hopkins,Hopkins,12/23/1938,8/24/1940,,,,Grinnell College (BA),1,,,,,,,,1,0,0,0,58,27,
519,Franklin Roosevelt,Democrat,Secretary of Commerce,Jesse H. Jones,Jones,9/14/1940,3/1/1945,,,,no college,,,,,,,,,1,0,0,0,nr,nr,
520,Franklin Roosevelt,Democrat,Secretary of Commerce,Henry A. Wallace,Wallace,3/1/1945,4/12/1945,,,,Iowa State University (grad.),1,,,,,,,,1,0,0,0,56,32,
521,Franklin Roosevelt,Democrat,Secretary of Labor,Frances Perkins,Perkins,3/4/1933,4/12/1945,,,,Mount Holyoke College (BS); Columbia University (MA); University of Pennsylvania,1,1,,,,,,,0,0,0,0,nr,nr,Columbia not listed in Sobel et al.
522,Truman,Democrat,President,Harry S. Truman,Truman,4/12/1945,1/20/1953,,,,UMKC Law School,,,,,,cpl.; maj.,1905-1911; World War I,Militia/National Guard; Army,1,0,0,0,eo,eo,
523,Truman,Democrat,Vice President,Alben W. Barkley,Barkley,4/12/1945,1/20/1953,,,,Emory University (BA); University of Virginia,1,,,1,,,,,1,0,0,0,eo,eo,
524,Truman,Democrat,Secretary of State,Edward R. Stettinius Jr.,Stettinius,4/12/1945,6/27/1945,,,,University of Virginia,,,,,,,,,1,0,0,0,nr,nr,
525,Truman,Democrat,Secretary of State,James F. Byrnes,Byrnes,7/3/1945,1/21/1947,,,,read law,,,,1,,,,,1,0,0,0,nr,nr,
526,Truman,Democrat,Secretary of State,George C. Marshall,Marshall,1/21/1947,1/20/1949,,,,Virginia Military Institute (grad.),1,,,,,gen. & chief of staff,1901-1945,Army,1,0,0,0,nr,nr,
527,Truman,Democrat,Secretary of State,Dean Acheson,Acheson,1/21/1949,1/20/1953,,,,Yale University (BA); Harvard University Law School (LLB),1,,,1,,ens.,World War I,Navy,1,0,0,0,83,6,
528,Truman,Democrat,Secretary of the Treasury,Henry Morgenthau Jr.,Morgenthau,4/12/1945,7/5/1945,,,,Cornell University,,,,,,lt.,World War I,Navy,1,0,0,0,nr,nr,
529,Truman,Democrat,Secretary of the Treasury,Frederick M. Vinson,Vinson,7/17/1945,6/23/1946,,,,"Centre College (BA, LLB)",1,,,1,,pvt.,World War I,Army,1,0,0,0,nr,nr,BA not listed in Sobel et al.
530,Truman,Democrat,Secretary of the Treasury,John W. Snyder,Snyder,6/23/1946,1/20/1953,1,,Internal Revenue Service corruption,Vanderbilt University,,,,,,capt.,World War I,Army,1,0,0,0,nr,nr,
531,Truman,Democrat,Secretary of War,Henry L. Stimson,Stimson,4/12/1945,9/21/1945,,,,Yale University (grad.); Harvard University Law School (MA),1,1,,1,,,,,1,0,0,0,pa,pa,
532,Truman,Democrat,Secretary of War,Robert P. Patterson,Patterson,9/26/1945,7/18/1947,,,,Union College (grad.); Harvard University Law School (grad.),1,,,1,,maj.; maj.,World War I;World War I,Army; Militia/National Guard,1,0,0,0,nr,nr,
533,Truman,Democrat,Secretary of War,Kenneth C. Royall,Royall,7/21/1947,1/20/1953,,,,"University of North Carolina, Chapel Hill (BA); Harvard University Law School (JD)",1,,,1,,brig. gen.; brig. gen.,World War I; World War II,Army; Army,1,0,0,0,nr,nr,
534,Truman,Democrat,Secretary of the Navy,James Forrestal,Forrestal,4/12/1945,9/19/1947,,,,Dartmouth College; Princeton University,,,,,,lt. cmdr.,World War I,Navy,1,0,0,0,nr,nr,
535,Truman,Democrat,Secretary of Defense,James Forrestal,Forrestal,9/21/1947,3/28/1949,,,,Dartmouth College; Princeton University,,,,,,lt. cmdr.,World War I,Navy,1,0,0,0,nr,nr,
536,Truman,Democrat,Secretary of Defense,Louis A. Johnson,Johnson,3/28/1949,9/19/1950,,,,University of Virginia (LLB),,,,1,,maj.,World War I,Army,1,0,0,0,nr,nr,
537,Truman,Democrat,Secretary of Defense,George C. Marshall,Marshall,9/21/1950,9/12/1951,,,,Virginia Military Institute (grad.),1,,,,,gen. & chief of staff,1901-1945,Army,1,0,0,0,nr,nr,
538,Truman,Democrat,Secretary of Defense,Robert A. Lovett,Lovett,9/17/1951,1/20/1953,,,,Yale University (grad.); Harvard University,1,,,1,,lt.,World War I,Navy,1,0,0,0,nr,nr,
539,Truman,Democrat,Attorney General,Francis Biddle,Biddle,4/12/1945,6/30/1945,,,,Harvard University (grad.); Harvard University Law School (law deg.),1,,,1,,,,,1,0,0,0,nr,nr,
540,Truman,Democrat,Attorney General,Tom C. Clark,Clark,6/30/1945,8/18/1949,,,,"University of Texas, Austin (BA, LLB)",1,,,1,,sgt.,World War I,Army,1,0,0,0,nr,nr,
