Key,Administration,Party,Department,Name,LastName,ServiceStart,ServiceEnd,DeptScandalFlag,ScandalFlag,ScandalDesc,EduDesc,Bachelors,Masters,MD,Law,Doctorate,MilitaryService,MilitaryDatesServed,MilitaryBranch,Gender,ForeignBorn,Minority,DiedOffice,SenateVotesFor,SenateVotesAgainst,NotesDiscrepancies
254,Grant,Republican,Secretary of State,Hamilton Fish,Fish,3/17/1869,3/3/1877,,,,Columbia University (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
255,Grant,Republican,Secretary of the Treasury,George S. Boutwell,Boutwell,3/11/1869,3/3/1873,1,,Whiskey Ring,read law,,,,1,,,,,1,0,0,0,nr,nr,
256,Grant,Republican,Secretary of the Treasury,William A. Richardson,Richardson,3/17/1873,6/2/1874,1,1,"Whiskey Ring, Sanborn contract",Harvard University (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
257,Grant,Republican,Secretary of the Treasury,Benjamin H. Bristow,Bristow,6/2/1874,6/21/1876,1,,Whiskey Ring,Jefferson College (grad.),1,,,1,,maj. gen.,Civil War,Army,1,0,0,0,27,20,
258,Grant,Republican,Secretary of the Treasury,Lot M. Morrill,Morrill,6/21/1876,3/3/1877,1,,Whiskey Ring,Colby College,,,,1,,,,,1,0,0,0,nr,nr,
259,Grant,Republican,Secretary of War,John A. Rawlins,Rawlins,3/11/1869,9/9/1869,,,,read law,,,,1,,maj. gen.,Civil War,Army,1,0,0,1,nr,nr,
260,Grant,Republican,Secretary of War,William T. Sherman,Sherman,9/9/1969,10/25/1869,,,,United States Military Academy (grad.),1,,,,,maj. gen.; General of the Army of the United States,Civil War; 1869-1883,Army; Army,1,0,0,0,acting,acting,
261,Grant,Republican,Secretary of War,William W. Belknap,Belknap,10/25/1969,3/2/1876,,1,Bribery,Princeton University (BA),1,,,1,,brig. gen.,Civil War,Army,1,0,0,0,nr,nr,
262,Grant,Republican,Secretary of War,Alphonso Taft,Taft,3/8/1876,5/22/1876,,,,Yale University (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
263,Grant,Republican,Secretary of War,James D. Cameron,Cameron,5/22/1876,3/3/1877,,,,Princeton University (grad.),1,1,,,,,,,1,0,0,0,nr,nr,"MA per New York Times (May 23, 1876), The Presidency"
264,Grant,Republican,Attorney General,Ebenezer R. Hoar,Hoar,3/5/1869,6/23/1870,,,,Harvard University (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
265,Grant,Republican,Attorney General,Amos T. Akerman,Akerman,6/23/1870,12/14/1871,,,,Dartmouth College (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
266,Grant,Republican,Attorney General,George H. Williams,Williams,12/14/1871,4/26/1875,,,,read law,,,,1,,,,,1,0,0,0,nr,nr,
267,Grant,Republican,Attorney General,Edwards Pierrepont,Pierrepont,4/26/1875,5/22/1876,,,,Yale University (grad.); New Haven Law School,1,,,1,,,,,1,0,0,0,nr,nr,
268,Grant,Republican,Attorney General,Alphonso Taft,Taft,5/22/1876,3/3/1877,,,,Yale University (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
269,Grant,Republican,Postmaster General,John A. J. Creswell,Creswell,3/5/1869,7/3/1874,,,,Dickinson College (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
270,Grant,Republican,Postmaster General,Marshall Jewell,Jewell,7/3/1874,8/25/1874,,,,no college,,,,,,,,,1,0,0,0,nr,nr,
271,Grant,Republican,Postmaster General,James N. Tyner,Tyner,7/12/1876,3/3/1877,,,,read law,,,,1,,,,,1,0,0,0,nr,nr,
272,Grant,Republican,Secretary of the Navy,Adolph E. Borie,Borie,3/5/1869,6/25/1869,,,,University of Pennsylvania (grad.),1,,,,,,,,1,0,0,0,nr,nr,Referred to as Boric rather than Borie in Sobel et al.
273,Grant,Republican,Secretary of the Navy,George M. Robeson,Robeson,6/25/1869,3/3/1877,,1,Gross misconduct and corruption,Princeton University (grad.),1,,,1,,brig. gen.,Civil War,Army,1,0,0,0,nr,nr,
274,Grant,Republican,Secretary of the Interior,Jacob D. Cox,Cox,3/5/1869,11/1/1870,,,,Oberlin College (grad.),1,,,1,,maj. gen.,Civil War,Army,1,0,0,0,nr,nr,
275,Grant,Republican,Secretary of the Interior,Columbus Delano,Delano,11/1/1870,10/19/1875,,1,Allegedly taking bribes,read law,,,,1,,,,,1,0,0,0,nr,nr,
276,Grant,Republican,Secretary of the Interior,Zachariah Chandler,Chandler,10/19/1875,3/3/1877,,,,no college,,,,,,,,,1,0,0,0,37,8,
277,Hayes,Republican,President,Rutherford B. Hayes,Hayes,3/4/1877,3/3/1881,,,,Kenyon College (BA); Harvard University Law School (LLB),1,,,1,,maj. gen.,Civil War,Army,1,0,0,0,eo,eo,
278,Hayes,Republican,Vice President,William A. Wheeler,Wheeler,3/4/1877,3/3/1881,,,,University of Vermont,,,,,,,,,1,0,0,0,eo,eo,
279,Hayes,Republican,Secretary of State,William M. Evarts,Evarts,3/12/1877,3/3/1881,,,,"Yale University (BA, MA); Harvard University Law School",1,1,,1,,,,,1,0,0,0,44,2,Difficult to find evidence of MA listed in Sobel et al.
280,Hayes,Republican,Secretary of the Treasury,John Sherman,Sherman,3/12/1877,3/3/1881,,,,Kenyon College; read law,,,,1,,,,,1,0,0,0,37,11,
281,Hayes,Republican,Secretary of War,George W. McCrary,McCrary,3/12/1877,12/10/1879,,,,read law,,,,1,,,,,1,0,0,0,nr,nr,
282,Hayes,Republican,Secretary of War,Alexander Ramsey,Ramsey,12/10/1879,3/3/1881,,,,Lafayette College,,,,1,,,,,1,0,0,0,nr,nr,
283,Hayes,Republican,Attorney General,Charles Devens,Devens,3/12/1877,3/3/1881,,,,Harvard University (grad.),1,,,1,,maj. gen.,Civil War,Army,1,0,0,0,nr,nr,
284,Hayes,Republican,Postmaster General,David M. Key,Key,3/12/1877,6/2/1880,,,,Hiwassee College (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
285,Hayes,Republican,Postmaster General,Horace Maynard,Maynard,6/2/1880,3/3/1881,,,,Amherst College (grad.),1,,,,,,,,1,0,0,0,27,14,
286,Hayes,Republican,Secretary of the Navy,Richard W. Thompson,Thompson,3/12/1877,1/6/1881,,,,read law,,,,1,,camp cmdr.,Civil War,Army,1,0,0,0,nr,nr,
287,Hayes,Republican,Secretary of the Navy,Nathan Goff Jr.,Goff,1/6/1881,3/3/1881,,,,Georgetown University; City University of New York (law deg.),,,,1,,maj.,Civil War,Army,1,0,0,0,nr,nr,
288,Hayes,Republican,Secretary of the Interior,Carl Schurz,Schurz,3/12/1877,3/3/1881,1,,Rampant corruption,University of Bonn (BA),,,,,,maj. gen.,Civil War,Army,1,0,0,0,35,2,
289,Garfield,Republican,President,James A. Garfield,Garfield,3/4/1881,9/19/1881,,,,Hiram College; Williams College (grad.),1,,,,,maj. gen.,1861-1870,Army,1,0,0,0,eo,eo,
290,Garfield,Republican,Vice President,Chester A. Arthur,Arthur,3/5/1881,9/19/1881,,,,Union College (BA); State and National Law School,1,,,1,,brig. gen.,1857-1862,Militia/National Guard,1,0,0,0,eo,eo,
291,Garfield,Republican,Secretary of State,James G. Blaine,Blaine,3/5/1881,9/19/1881,,,,Washington & Jefferson College (grad.),1,,,,,,,,1,0,0,0,nr,nr,
292,Garfield,Republican,Secretary of the Treasury,William Windom,Windom,3/5/1881,9/19/1881,,,,read law,,,,1,,,,,1,0,0,0,nr,nr,
293,Garfield,Republican,Secretary of War,Robert T. Lincoln,Lincoln,3/5/1881,9/19/1881,,,,Harvard University (grad.); Union College of Law,1,,,1,,capt.,Civil War,Army,1,0,0,0,nr,nr,
294,Garfield,Republican,Attorney General,Wayne MacVeagh,MacVeagh,3/5/1881,9/19/1881,,,,Yale University (grad.),1,,,1,,capt.,Civil War,Army,1,0,0,0,nr,nr,
295,Garfield,Republican,Postmaster General,Thomas L. James,James,3/5/1881,9/19/1881,,,,Hamilton College,1,,,,,,,,1,0,0,0,nr,nr,Hamilton College not in Sobel et al.
296,Garfield,Republican,Secretary of the Navy,William H. Hunt,Hunt,3/5/1881,9/19/1881,,,,Yale University,,,,1,,,,,1,0,0,0,nr,nr,
297,Garfield,Republican,Secretary of the Interior,Samuel J. Kirkwood,Kirkwood,3/5/1881,9/19/1881,,,,read law,,,,1,,,,,1,0,0,0,nr,nr,
298,Arthur,Republican,President,Chester A. Arthur,Arthur,9/20/1881,3/3/1885,,,,Union College (BA); State and National Law School,1,,,1,,brig. gen.,1857-1862,Militia/National Guard,1,0,0,0,eo,eo,
299,Arthur,Republican,Secretary of State,James G. Blaine,Blaine,9/19/1881,12/19/1881,,,,Washington & Jefferson College (grad.),1,,,,,,,,1,0,0,0,pa,pa,
300,Arthur,Republican,Secretary of State,F. T. Frelinghuysen,Frelinghuysen,12/19/1881,3/3/1885,,,,Rutgers University (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
301,Arthur,Republican,Secretary of the Treasury,William Windom,Windom,9/19/1881,10/27/1881,,,,read law,,,,1,,,,,1,0,0,0,pa,pa,
302,Arthur,Republican,Secretary of the Treasury,Charles J. Folger,Folger,10/27/1881,9/24/1884,,,,Hobart College (grad.),1,,,1,,,,,1,0,0,1,nr,nr,
303,Arthur,Republican,Secretary of the Treasury,Walter Q. Gresham,Gresham,9/24/1884,10/28/1884,,,,"Indiana University, Bloomington",,,,1,,maj. gen.,Civil War,Army,1,0,0,0,nr,nr,
304,Arthur,Republican,Secretary of the Treasury,Hugh McCulloch,McCulloch,10/28/1884,3/3/1885,,,,Bowdoin College,,,,1,,,,,1,0,0,0,50,1,
305,Arthur,Republican,Secretary of War,Robert T. Lincoln,Lincoln,9/19/1881,3/3/1885,,,,Harvard University; Union College of Law,1,,,1,,capt.,Civil War,Army,1,0,0,0,pa,pa,
306,Arthur,Republican,Attorney General,Wayne MacVeagh,MacVeagh,9/19/1881,12/19/1881,,,,Yale University (grad.),1,,,1,,capt.,Civil War,Army,1,0,0,0,pa,pa,
307,Arthur,Republican,Attorney General,Benjamin H. Brewster,Brewster,12/19/1881,3/3/1885,,,,"Princeton University (AB, AM, LLD)",1,1,,1,,,,,1,0,0,0,nr,nr,
308,Arthur,Republican,Postmaster General,Thomas L. James,James,9/19/1881,12/20/1881,,,,Hamilton College,1,,,,,,,,1,0,0,0,pa,pa,Hamilton College not in Sobel et al.
309,Arthur,Republican,Postmaster General,Timothy O. Howe,Howe,12/20/1881,4/3/1883,,,,Maine Wesleyan Seminary,,,,1,,,,,1,0,0,1,nr,nr,Date of Death 3/25/1883 per Grossman
310,Arthur,Republican,Postmaster General,Walter Q. Gresham,Gresham,4/3/1883,10/14/1884,1,,Forgery,"Indiana University, Bloomington",,,,1,,maj. gen.,Civil War,Army,1,0,0,0,nr,nr,
311,Arthur,Republican,Postmaster General,Frank Hatton,Hatton,10/14/1884,3/3/1885,,,,no college,,,,,,1st lt.,Civil War,Army,1,0,0,0,nr,nr,
312,Arthur,Republican,Secretary of the Navy,William H. Hunt,Hunt,9/19/1881,4/12/1882,,,,Yale University,,,,1,,,,,1,0,0,0,pa,pa,
313,Arthur,Republican,Secretary of the Navy,William E. Chandler,Chandler,4/12/1882,3/3/1885,,,,Harvard University Law School (law deg.),,,,1,,,,,1,0,0,0,28,16,
314,Arthur,Republican,Secretary of the Interior,Samuel J. Kirkwood,Kirkwood,9/19/1881,4/6/1882,,,,read law,,,,1,,,,,1,0,0,0,pa,pa,
315,Arthur,Republican,Secretary of the Interior,Henry M. Teller,Teller,4/6/1882,3/3/1885,,,,Alfred University (grad.),1,,,1,,maj. gen.,Civil War,Militia/National Guard,1,0,0,0,nr,nr,
316,First Cleveland,Democrat,President,Grover Cleveland,Cleveland,3/4/1885,3/3/1889,,,,read law,,,,1,,,,,1,0,0,0,eo,eo,
317,First Cleveland,Democrat,Vice President,Thomas A. Hendricks,Hendricks,3/4/1885,3/3/1889,,,,Hanover College (grad.),1,,,1,,,,,1,0,0,0,eo,eo,
318,First Cleveland,Democrat,Secretary of State,Thomas F. Bayard,Bayard,3/6/1885,3/3/1889,,,,read law,,,,1,,,,,1,0,0,0,nr,nr,
319,First Cleveland,Democrat,Secretary of the Treasury,Daniel Manning,Manning,3/6/1885,4/1/1887,,,,no college,,,,,,,,,1,0,0,0,nr,nr,
320,First Cleveland,Democrat,Secretary of the Treasury,Charles S. Fairchild,Fairchild,4/1/1887,3/3/1889,,,,Harvard University (grad.); Harvard University Law School (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
321,First Cleveland,Democrat,Secretary of War,William C. Endicott,Endicott,3/6/1885,3/3/1889,,,,Harvard University (grad.); Harvard University Law School,1,,,1,,,,,1,0,0,0,nr,nr,
322,First Cleveland,Democrat,Attorney General,Augustus H. Garland,Garland,3/6/1885,3/3/1889,,,,St. Mary's College; St. Joseph's College (grad.),1,,,1,,,,,1,0,0,0,nr,nr,"St Joseph's not listed in Sobel et al., but confirmed at National Governors Association"
323,First Cleveland,Democrat,Postmaster General,William F. Vilas,Vilas,3/6/1885,1/16/1888,,,,"University of Wisconsin, Madison (grad.); University at Albany (grad.)",1,,,1,,lt. col.,Civil War,Army,1,0,0,0,nr,nr,
324,First Cleveland,Democrat,Postmaster General,Don M. Dickinson,Dickinson,1/16/1888,3/3/1889,,,,University of Michigan Law School (law deg.),,,,1,,,,,1,0,0,0,nr,nr,
325,First Cleveland,Democrat,Secretary of the Navy,William C. Whitney,Whitney,3/6/1885,3/3/1889,,,,Yale University (grad.); Harvard University Law School,1,,,1,,,,,1,0,0,0,nr,nr,
326,First Cleveland,Democrat,Secretary of the Interior,Lucius Q. C. Lamar,Lamar,3/6/1885,1/16/1888,,,,Emory University (BA),1,,,,,,,,1,0,0,0,nr,nr,
327,First Cleveland,Democrat,Secretary of the Interior,William F. Vilas,Vilas,1/16/1888,3/3/1889,,,,"University of Wisconsin, Madison (grad.); University at Albany (grad.)",1,,,1,,lt. col.,Civil War,Army,1,0,0,0,nr,nr,
328,First Cleveland,Democrat,Secretary of Agriculture,Norman J. Colman,Colman,2/9/1889,3/3/1889,,,,University of Louisville (LLB),,,,1,,lt. col.,Civil War,Militia/National Guard,1,0,0,0,nr,nr,
329,Benjamin Harrison,Republican,President,Benjamin Harrison,Harrison,3/4/1889,3/3/1893,,,,Farmer's College; Miami University (BA),1,,,,,brig. gen.,Civil War,Army,1,0,0,0,eo,eo,
330,Benjamin Harrison,Republican,Vice President,Levi P. Morton,Morton,3/4/1889,3/3/1893,,,,no college,,,,,,,,,1,0,0,0,eo,eo,
331,Benjamin Harrison,Republican,Secretary of State,James G. Blaine,Blaine,3/5/1889,6/4/1892,,,,Washington & Jefferson College (grad.),1,,,,,,,,1,0,0,0,nr,nr,
332,Benjamin Harrison,Republican,Secretary of State,John W. Foster,Foster,6/29/1892,3/3/1893,,,,Indiana University (grad.); Harvard University,1,,,1,,brig. gen.,Civil War,Army,1,0,0,0,nr,nr,
333,Benjamin Harrison,Republican,Secretary of the Treasury,William Windom,Windom,3/5/1889,2/24/1891,,,,,,,,1,,,,,1,0,0,1,nr,nr,Date of death 1/29/1891 per Grossman
334,Benjamin Harrison,Republican,Secretary of the Treasury,Charles Foster,Foster,2/24/1891,3/3/1893,,,,no college,,,,,,,,,1,0,0,0,nr,nr,
335,Benjamin Harrison,Republican,Secretary of War,Redfield Proctor,Proctor,3/5/1889,12/22/1891,,,,Dartmouth College (grad.); Albany Law School (grad.),1,1,,1,,col.,Civil War,Army,1,0,0,0,nr,nr,
336,Benjamin Harrison,Republican,Secretary of War,Stephen B. Elkins,Elkins,12/22/1891,3/3/1893,,,,"Masonic College; University of Missouri (BA, MA)",1,1,,,,capt.,Civil War,Army,1,0,0,0,nr,nr,
337,Benjamin Harrison,Republican,Attorney General,William H. H. Miller,Miller,3/5/1889,3/3/1893,,,,Hamilton College (grad.),1,,,1,,2d lt.,Civil War,Army,1,0,0,0,nr,nr,
338,Benjamin Harrison,Republican,Postmaster General,John Wanamaker,Wanamaker,3/5/1889,3/3/1893,,,,no college,,,,,,,,,1,0,0,0,nr,nr,
339,Benjamin Harrison,Republican,Secretary of the Navy,Benjamin F. Tracy,Tracy,3/5/1889,3/3/1893,,,,read law,,,,1,,brig. gen.,Civil War,Army,1,0,0,0,nr,nr,
340,Benjamin Harrison,Republican,Secretary of the Interior,John W. Noble,Noble,3/5/1889,3/3/1893,,,,Miami University; Yale University (grad.); Cincinnati Law School (grad.),1,,,1,,brig. gen.,Civil War,Army,1,0,0,0,nr,nr,
341,Benjamin Harrison,Republican,Secretary of Agriculture,Jeremiah M. Rusk,Rusk,3/5/1889,3/3/1893,,,,no college,,,,,,brig. gen.,Civil War,Army,1,0,0,0,nr,nr,
342,Second Cleveland,Democrat,President,Grover Cleveland,Cleveland,3/4/1893,3/3/1897,,,,read law,,,,1,,,,,1,0,0,0,eo,eo,
343,Second Cleveland,Democrat,Vice President,Adlai Stevenson,Stevenson,3/4/1893,3/3/1897,,,,Illinois Wesleyan University; Centre College,,,,1,,,,,1,0,0,0,eo,eo,
344,Second Cleveland,Democrat,Secretary of State,Walter Q. Gresham,Gresham,3/4/1893,5/28/1895,,,,"Indiana University, Bloomington",,,,1,,maj. gen.,Civil War,Army,1,0,0,1,nr,nr,
345,Second Cleveland,Democrat,Secretary of State,Richard Olney,Olney,6/10/1895,3/3/1897,,,,Brown University (grad.); Harvard University Law School (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
346,Second Cleveland,Democrat,Secretary of the Treasury,John G. Carlisle,Carlisle,3/6/1893,3/3/1897,,,,read law,,,,1,,,,,1,0,0,0,nr,nr,
347,Second Cleveland,Democrat,Secretary of War,Daniel S. Lamont,Lamont,3/6/1893,3/3/1897,,,,Union College,,,,,,,,,1,0,0,0,nr,nr,
348,Second Cleveland,Democrat,Attorney General,Richard Olney,Olney,3/6/1893,6/8/1895,,,,Brown University (grad.); Harvard University Law School (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
349,Second Cleveland,Democrat,Attorney General,Judson Harmon,Harmon,6/8/1895,3/3/1897,,,,Denison University (BA); Cincinnati Law School (LLB),1,,,1,,,,,1,0,0,0,nr,nr,
350,Second Cleveland,Democrat,Postmaster General,Wilson S. Bissell,Bissell,3/4/1893,3/1/1895,,,,Yale University (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
351,Second Cleveland,Democrat,Postmaster General,William L. Wilson,Wilson,3/1/1895,3/3/1897,,,,George Washington University (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
352,Second Cleveland,Democrat,Secretary of the Navy,Hilary A. Herbert,Herbert,3/6/1893,3/3/1897,,,,University of Alabama (law deg.); University of Virginia,1,,,1,,,,,1,0,0,0,nr,nr,
353,Second Cleveland,Democrat,Secretary of the Interior,Hoke Smith,Smith,3/6/1893,9/1/1896,,,,read law,,,,1,,,,,1,0,0,0,nr,nr,
354,Second Cleveland,Democrat,Secretary of the Interior,David R. Francis,Francis,9/1/1896,3/3/1897,,,,"Washington University, St. Louis (BA)",1,,,,,,,,1,0,0,0,nr,nr,
355,Second Cleveland,Democrat,Secretary of Agriculture,Julius Sterling Morton,Morton,3/6/1893,3/3/1897,,,,"University of Michigan, Ann Arbor; Union College (BA)",1,,,,,,,,1,0,0,0,nr,nr,
356,McKinley,Republican,President,William McKinley,McKinley,3/4/1897,9/14/1901,,,,Allegheny College; Mount Union College ,,,,,,maj.,Civil War,Army,1,0,0,0,eo,eo,
357,McKinley,Republican,Vice President,Garret Hobart,Hobart,3/4/1897,3/3/1901,,,,Rutgers University (grad.),1,,,,,,,,1,0,0,0,eo,eo,
358,McKinley,Republican,Vice President,Theodore Roosevelt,Roosevelt,3/4/1901,9/14/1901,,,,Harvard University (AB); Columbia Law School,1,,,,,col.,Spanish-American War,Army,1,0,0,0,eo,eo,
359,McKinley,Republican,Secretary of State,John Sherman,Sherman,3/6/1897,4/27/1898,,,,Kenyon College; read law,,,,1,,,,,1,0,0,0,nr,nr,
360,McKinley,Republican,Secretary of State,William R. Day,Day,4/28/1898,9/16/1898,,,,"University of Michigan, Ann Arbor (BS)",1,,,1,,,,,1,0,0,0,nr,nr,
361,McKinley,Republican,Secretary of State,John Hay,Hay,9/30/1898,9/14/1901,,,,Illinois State University; Brown University (BA),1,,,1,,,,,1,0,0,0,nr,nr,
362,McKinley,Republican,Secretary of the Treasury,Lyman J. Gage,Gage,3/5/1897,9/14/1901,,,,no college,,,,,,,,,1,0,0,0,nr,nr,
363,McKinley,Republican,Secretary of War,Russell A. Alger,Alger,3/5/1897,8/1/1899,,,,read law,,,,1,,maj. gen.,Civil War,Army,1,0,0,0,nr,nr,
364,McKinley,Republican,Secretary of War,Elihu Root,Root,8/1/1899,9/14/1901,,,,Hamilton College (grad.); New York University Law School (LLB),1,,,1,,,,,1,0,0,0,nr,nr,
365,McKinley,Republican,Attorney General,Joseph McKenna,McKenna,3/5/1897,1/25/1898,,,,"St. Joseph's College; Collegiate Institute at Benicia, California (grad.)",1,,,1,,,,,1,0,0,0,nr,nr,
366,McKinley,Republican,Attorney General,John W. Griggs,Griggs,1/25/1898,4/5/1901,,,,Lafayette College,,,,,,,,,1,0,0,0,nr,nr,
367,McKinley,Republican,Attorney General,Philander C. Knox,Knox,4/5/1901,9/14/1901,1,,Oregon land fraud scandal,West Virginia University; Mount Union College (BA),1,,,1,,,,,1,0,0,0,nr,nr,"BA Not listed in Sobel et al., but in Bigraphical Directory of the United States Congress"
368,McKinley,Republican,Postmaster General,James A. Gary,Gary,3/5/1897,4/21/1898,,,,Allegheny College (BA),1,,,,,,,,1,0,0,0,nr,nr,
369,McKinley,Republican,Postmaster General,Charles E. Smith,Smith,4/21/1898,9/14/1901,,,,Union College (grad.),1,,,,,,,,1,0,0,0,nr,nr,
370,McKinley,Republican,Secretary of the Navy,John D. Long,Long,3/5/1897,9/14/1901,,,,Harvard University (grad.),1,,,1,,,,,1,0,0,0,nr,nr,
371,McKinley,Republican,Secretary of the Interior,Cornelius N. Bliss,Bliss,3/5/1897,12/21/1898,,,,no college,,,,,,,,,1,0,0,0,nr,nr,
372,McKinley,Republican,Secretary of the Interior,Ethan A. Hitchcock,Hitchcock,12/21/1898,9/14/1901,,,,"Harvard University (BA); George Washington University Law School (LLB, LLM) ",1,1,,1,,,,,1,0,0,0,nr,nr,
373,McKinley,Republican,Secretary of Agriculture,James Wilson,Wilson,3/5/1897,9/14/1901,,,,University of St Andrews; University of Glasgow; University of Edinburgh,,,,,,,,,1,1,0,0,nr,nr,
374,Theodore Roosevelt,Republican,President,Theodore Roosevelt,Roosevelt,9/14/1901,3/3/1909,,,,Harvard University (AB); Columbia Law School,1,,,,,col.,Spanish-American War,Army,1,0,0,0,eo,eo,
375,Theodore Roosevelt,Republican,Vice President,Charles W. Fairbanks,Fairbanks,9/14/1901,3/3/1909,,,,Ohio Wesleyan University (grad.),1,,,,,,,,1,0,0,0,eo,eo,
376,Theodore Roosevelt,Republican,Secretary of State,John Hay,Hay,9/14/1901,7/1/1905,,,,Illinois State University; Brown University (BA),1,,,1,,,,,1,0,0,1,pa,pa,
377,Theodore Roosevelt,Republican,Secretary of State,Elihu Root,Root,7/19/1905,1/27/1909,,,,Hamilton College (grad.); New York University Law School (LLB),1,,,1,,,,,1,0,0,0,nr,nr,
378,Theodore Roosevelt,Republican,Secretary of State,Robert Bacon,Bacon,1/27/1909,3/3/1909,,,,Harvard University (grad.),1,,,,,lt. col.,World War I,Army,1,0,0,0,nr,nr,
379,Theodore Roosevelt,Republican,Secretary of the Treasury,Lyman J. Gage,Gage,9/14/1901,1/9/1902,,,,no college,,,,,,,,,1,0,0,0,pa,pa,
380,Theodore Roosevelt,Republican,Secretary of the Treasury,Leslie M. Shaw,Shaw,1/9/1902,3/4/1907,,,,Cornell College (grad.); Iowa College of Law,1,,,1,,,,,1,0,0,0,nr,nr,
381,Theodore Roosevelt,Republican,Secretary of the Treasury,George B. Cortelyou,Cortelyou,3/4/1907,3/3/1909,,,,Massachusetts State Normal School; Georgetown University (LLB); George Washington University (LLM),1,,,1,,,,,1,0,0,0,nr,nr,
382,Theodore Roosevelt,Republican,Secretary of War,Elihu Root,Root,9/14/1901,2/1/1904,,,,Hamilton College (grad.); New York University Law School (LLB),1,,,1,,,,,1,0,0,0,pa,pa,
383,Theodore Roosevelt,Republican,Secretary of War,William Howard Taft,Taft,3/4/1905,7/1/1908,,,,Yale University (BA); University of Cincinnati (LLB),1,,,1,,,,,1,0,0,0,nr,nr,
384,Theodore Roosevelt,Republican,Secretary of War,Luke E. Wright,Wright,7/1/1908,3/3/1909,,,,University of Mississippi,,,,1,,,,,1,0,0,0,nr,nr,
385,Theodore Roosevelt,Republican,Attorney General,Philander C. Knox,Knox,9/14/1901,7/1/1904,,,,West Virginia University; Mount Union College (BA),1,,,1,,,,,1,0,0,0,pa,pa,"BA Not listed in Sobel et al., but in Bigraphical Directory of the United States Congress"
386,Theodore Roosevelt,Republican,Attorney General,William H. Moody,Moody,3/4/1905,12/12/1906,,,,Harvard University (BA),1,,,1,,,,,1,0,0,0,nr,nr,
387,Theodore Roosevelt,Republican,Attorney General,Charles J. Bonaparte,Bonaparte,12/12/1906,3/3/1909,,,,Harvard University (grad.); Harvard University Law School (law deg.),1,,,1,,,,,1,0,0,0,nr,nr,
388,Theodore Roosevelt,Republican,Postmaster General,Charles E. Smith,Smith,9/14/1901,12/17/1901,,,,Union College (grad.),1,,,,,,,,1,0,0,0,pa,pa,
389,Theodore Roosevelt,Republican,Postmaster General,Henry C. Payne,Payne,1/9/1902,10/4/1904,,,,no college,,,,,,,,,1,0,0,1,nr,nr,
390,Theodore Roosevelt,Republican,Postmaster General,Robert J. Wynne,Wynne,12/7/1904,3/4/1905,,,,no college,,,,,,,,,1,0,0,0,nr,nr,
391,Theodore Roosevelt,Republican,Postmaster General,George B. Cortelyou,Cortelyou,3/6/1905,1/15/1907,,,,Massachusetts State Normal School; Georgetown University (LLB); George Washington University (LLM),1,,,,,,,,1,0,0,0,nr,nr,
392,Theodore Roosevelt,Republican,Postmaster General,George von L. Meyer,Meyer,1/15/1907,3/3/1909,,,,Harvard University (BA),1,,,,,,,,1,0,0,0,nr,nr,
393,Theodore Roosevelt,Republican,Secretary of the Navy,John D. Long,Long,9/14/1901,4/29/1902,,,,Harvard University (grad.),1,,,1,,,,,1,0,0,0,pa,pa,
394,Theodore Roosevelt,Republican,Secretary of the Navy,William H. Moody,Moody,4/29/1902,7/1/1904,,,,Harvard University (BA),1,,,1,,,,,1,0,0,0,nr,nr,
395,Theodore Roosevelt,Republican,Secretary of the Navy,Paul Morton,Morton,7/1/1904,7/1/1905,,,,no college,,,,,,,,,1,0,0,0,nr,nr,
396,Theodore Roosevelt,Republican,Secretary of the Navy,Charles J. Bonaparte,Bonaparte,7/1/1905,12/12/1906,,,,Harvard University (grad.); Harvard University Law School (law deg.),1,,,1,,,,,1,0,0,0,nr,nr,
397,Theodore Roosevelt,Republican,Secretary of the Navy,Victor H. Metcalf,Metcalf,12/12/1906,12/1/1908,,,,Yale University Law School (grad.); Hamilton College (law deg.),1,,,1,,,,,1,0,0,0,nr,nr,
398,Theodore Roosevelt,Republican,Secretary of the Navy,Truman H. Newberry,Newberry,12/1/1908,3/3/1909,,,,Yale University (grad.),1,,,,,lt. (jg),1894-1899,Navy,1,0,0,0,nr,nr,
399,Theodore Roosevelt,Republican,Secretary of the Interior,Ethan A. Hitchcock,Hitchcock,9/14/1901,1/15/1907,,,,"Harvard University (BA); George Washington University Law School (LLB, LLM) ",1,1,,1,,,,,1,0,0,0,pa,pa,
400,Theodore Roosevelt,Republican,Secretary of the Interior,James R. Garfield,Garfield,1/15/1907,3/3/1909,,,,Williams College (grad.); Columbia University Law School,1,,,1,,,,,1,0,0,0,nr,nr,
